method,path_mmd2,terminal_mmd2,increment_mmd2,volatility_mmd,terminal_swd,path_swd,cov_error,mean_rmse,std_error,kurtosis_error,acf_err_abs,acf_err_sq,discriminative_score,predictive_score,params,time_sec
csdi,0.0036178475539433846,0.004997616711471392,0.0016105256779160304,0.0266466584318537,1.7806831339824916,2.3634520220429147,853.4569264229232,9.915669848698457,0.6460163515119248,19.594768865055528,0.024624162309178844,0.019410379122643536,NaN,NaN,609985,966.1
